r_projected_kpc,delta_sigma_cdm_tier1_msun_kpc2,delta_sigma_sidm_tier1_sigma_0p050,delta_sigma_sidm_tier1_sigma_0p100,delta_sigma_sidm_tier1_sigma_0p200,delta_sigma_sidm_tier1_sigma_0p300,delta_sigma_cdm_tier2_msun_kpc2,delta_sigma_sidm_tier2_sigma_0p050,delta_sigma_sidm_tier2_sigma_0p100,delta_sigma_sidm_tier2_sigma_0p200,delta_sigma_sidm_tier2_sigma_0p300,delta_sigma_cdm_tier3_msun_kpc2,delta_sigma_sidm_tier3_sigma_0p050,delta_sigma_sidm_tier3_sigma_0p100,delta_sigma_sidm_tier3_sigma_0p200,delta_sigma_sidm_tier3_sigma_0p300
202.60396114849695,168589831.97417894,168589906.7969768,168589981.618297,168590131.25650576,168590280.88880613,168635463.99197745,168635536.67124254,168635609.34906873,168635754.70040435,168635900.04598534,168635463.99197745,168635718.76874715,168635959.02260107,168636402.35235417,168636804.59322175
230.08662834591848,159751643.74830556,159751711.31840184,159751778.88720483,159751914.02093327,159752049.14949107,159805748.9339867,159805814.24384248,159805879.55244467,159806010.16588914,159806140.77432108,159805748.9339867,159806051.3104529,159806334.7181069,159806852.99716046,159807317.66355076
261.29724336826257,150531124.9828631,150531185.58779925,150531246.19160897,150531367.39585006,150531488.59558716,150595702.93611985,150595761.18355277,150595819.42989957,150595935.91933495,150596052.40442637,150595702.93611985,150596068.73429278,150596409.81314138,150597028.7624931,150597577.94559115
296.7414920314477,141037454.35135356,141037508.34328073,141037562.33423108,141037670.31320196,141037778.2882666,141115077.9355779,141115129.49499822,141115181.0534821,141115284.16764116,141115387.27805585,141115077.9355779,141115526.5751565,141115943.1063836,141116694.14091265,141117354.73053187
336.9936550342691,131385395.75615737,131385443.54093666,131385491.32487293,131385586.89021581,131385682.45218696,131479302.78711312,131479348.08886832,131479393.38982075,131479483.9893174,131479574.58560365,131479302.78711312,131479856.8190079,131480369.38907729,131481288.73286667,131482091.58311811
382.705912664619,121685000.65912615,121685042.67777757,121685084.69570403,121685168.72938406,121685252.76016659,121799220.10318293,121799259.61422172,121799299.12457618,121799378.14323178,121799457.15914983,121799220.10318293,121799904.54179658,121800535.89359926,121801663.34446141,121802642.1240844
434.6189116633813,112039574.76035663,112039611.47617944,112039648.1913823,112039721.61992882,112039795.04599679,112179175.24859777,112179209.45879951,112179243.6684209,112179312.0859222,112179380.50110213,112179175.24859777,112180015.48646693,112180788.53216563,112182163.76729104,112183351.6095791
493.5737654541996,102552070.06494422,102552101.95191127,102552133.83835043,102552197.60964532,102552261.37882939,102723143.05976766,102723172.46937153,102723201.87848586,102723260.6952455,102723319.51004724,102723143.05976766,102724159.83950597,102725092.98023893,102726747.10900918,102728169.2020678
560.5256821712366,93314778.09248972,93314805.62209852,93314833.15125963,93314888.20823947,93314943.26342928,93524466.26267545,93524491.3683296,93524516.47357301,93524566.68282785,93524616.8904401,93524466.26267545,93525668.06102097,93526768.08877361,93528710.82077716,93530373.13018323
636.559441291223,84408731.5220473,84408755.15462501,84408778.78682461,84408826.05009012,84408873.31184413,84665010.65428731,84665031.93946391,84665053.22429778,84665095.79293746,84665138.36020629,84665010.65428731,84666379.56528434,84667628.60142231,84669824.85984097,84671693.80704625
722.9069696278527,75904948.70914465,75904968.88561828,75904989.06177402,75905029.41313185,75905069.76321824,76215788.73592252,76215806.66185603,76215824.58750503,76215860.43794952,76215896.28725612,76215788.73592252,76217260.53181402,76218597.67294535,76220934.95176455,76222909.27244271
820.9673014612325,67860202.84042637,67860219.9762446,67860237.11179644,67860271.38210101,67860305.6513404,68232108.76496634,68232123.76394582,68232138.76269029,68232168.75947419,68232198.75531837,68232108.76496634,68233542.49968569,68234835.94543582,68237075.00475925,68238943.52826905
932.3292462037018,60319737.823184334,60319752.304358125,60319766.78530964,60319795.746545486,60319824.706892036,60754651.03783673,60754663.508599564,60754675.97916927,60754700.91972931,60754725.859517016,60754651.03783673,60755794.016264595,60756809.36668568,60758529.15547324,60759924.68664309
1058.7971308718566,53315201.07483864,53315213.25507322,53315225.43512293,53315249.79466724,53315274.15347172,53805884.2634677,53805894.56786867,53805904.872111656,53805925.480123974,53805946.087504774,53805884.2634677,53806353.49350432,53806737.75084761,53807309.519196644,53807689.178891845
1202.4200344537292,46861952.10450012,46861962.30349233,46861972.50233115,46861992.89954854,46862013.296152405,47384824.68894999,47384833.15022559,47384841.61137283,47384858.53328192,47384875.45467721,47384824.68894999,47384100.283843935,47383377.8155073,47381962.76129613,47380610.922282964
1365.524987837061,40968996.18836939,40969004.69291905,40969013.197341874,40969030.20580716,40969047.21376504,41477612.72300543,41477619.6269782,41477626.530847065,41477640.33827294,41477654.145283274,41477612.72300543,41475170.34283165,41472866.89254299,41468641.5336089,41464868.89522639
1550.754677216051,35628966.102496915,35628973.16616155,35628980.22972162,35628994.356528275,35629008.48291682,36050551.58181639,36050557.17783137,36050562.77376275,36050573.96537485,36050585.1566527,36050551.58181639,36046012.63067831,36041793.43646249,36034194.72136523,36027548.8506567
1761.110261860995,30827337.147441927,30827342.992644556,30827348.837761197,30827360.527736742,30827372.217368565,31062312.142815553,31062316.64698899,31062321.151095647,31062330.159108482,31062339.166854154,31062312.142815553,31055723.775831424,31049648.819883924,31038821.89783818,31029466.59569058
2000.0,26544120.103801463,26544124.924523637,26544129.745175343,26544139.386267338,26544149.02707754,26496547.96774278,26496551.56820334,26496555.168610852,26496562.369266704,26496569.569710363,26496547.96774278,26488421.021874085,26480971.010330528,26467794.713394508,26456511.193404205
