r_projected_kpc,delta_sigma_cdm_tier1_msun_kpc2,delta_sigma_sidm_tier1_sigma_0p050,delta_sigma_sidm_tier1_sigma_0p100,delta_sigma_sidm_tier1_sigma_0p200,delta_sigma_sidm_tier1_sigma_0p300,delta_sigma_cdm_tier2_msun_kpc2,delta_sigma_sidm_tier2_sigma_0p050,delta_sigma_sidm_tier2_sigma_0p100,delta_sigma_sidm_tier2_sigma_0p200,delta_sigma_sidm_tier2_sigma_0p300,delta_sigma_cdm_tier3_msun_kpc2,delta_sigma_sidm_tier3_sigma_0p050,delta_sigma_sidm_tier3_sigma_0p100,delta_sigma_sidm_tier3_sigma_0p200,delta_sigma_sidm_tier3_sigma_0p300
304.379733519503,62287463.87496483,62287552.05129494,62287640.22308938,62287816.55307413,62287992.86492495,62390635.2389863,62390716.749046616,62390798.2548836,62390961.25389071,62391124.236012824,62390635.2389863,62391295.68633421,62391907.00571293,62393005.037192,62393966.79942185
351.8107756214386,55342918.37777436,55342992.749180764,55343067.11680279,55343215.8406967,55343364.54946071,55472879.96673392,55472947.84763983,55473015.7250644,55473151.46947137,55473287.19995912,55472879.96673392,55473652.41058099,55474363.60919784,55475631.23927399,55476730.329210326
406.63292661509536,48788965.63079894,48789027.88575375,48789090.13757022,48789214.63178945,48789339.113460615,48952076.58910322,48952132.61051813,48952188.62908445,48952300.65767297,48952412.674872406,48952076.58910322,48952944.7384794,48953739.8312854,48955146.35590817,48956354.058673605
469.9979320288939,42681691.604680926,42681743.346057706,42681795.08484629,42681898.55466049,42682002.014126755,42884203.80453168,42884249.63812972,42884295.46941366,42884387.12504126,42884478.77141712,42884203.80453168,42885105.28250921,42885925.509626366,42887363.317633495,42888583.761554115
543.2370121874839,37059907.551165186,37059950.26726445,37059992.981240846,37060078.4028261,37060163.81592352,37306035.98286206,37306073.17034947,37306110.355970345,37306184.72161356,37306259.07979405,37306035.98286206,37306831.28794724,37307546.728032164,37308781.26081502,37309808.74397631
627.8888295028547,31943079.001408745,31943114.044645146,31943149.086149123,31943219.163960632,31943289.23484536,32231586.701282468,32231616.6313243,32231646.559870884,32231706.412479173,32231766.25910913,32231586.701282468,32232021.692590468,32232397.292574447,32233007.98187335,32233477.471121818
725.7318138669131,27337770.33802048,27337798.91818289,27337827.496938232,27337884.650228363,27337941.79789258,27655651.512309786,27655675.412279237,27655699.311059132,27655747.10505067,27655794.894285884,27655651.512309786,27655334.80695175,27655011.077848867,27654360.601908967,27653724.95416145
838.821525262005,23236477.9550745,23236501.13741266,23236524.31861311,23236570.67760134,23236617.0320405,23550114.17964255,23550133.11370551,23550152.046828732,23550189.910256464,23550227.769926794,23550114.17964255,23548565.51424276,23547105.722551923,23544430.24453862,23542044.455342583
969.5338385315832,19621329.712619998,19621348.422331385,19621367.13112665,19621404.545969103,19621441.95714843,19868993.98110554,19869008.857366875,19869023.732891493,19869053.481730975,19869083.22762483,19868993.98110554,19865844.194975197,19862920.65726373,19857666.121251386,19853082.05986301
1120.6148575695888,16465589.528975721,16465604.559622662,16465619.589534689,16465649.647154268,16465679.7018353,16560854.552679103,16560866.138235752,16560877.723219646,16560900.89146945,16560924.057429234,16560854.552679103,16556166.227067955,16551852.73511977,16544188.064607587,16537589.369872589
1295.2386075638767,13735474.650924318,13735486.674958432,13735498.698405068,13735522.743536212,13735546.786318393,13586839.97573575,13586848.915870287,13586857.855563428,13586875.733625814,13586893.60992336,13586839.97573575,13581296.875219805,13576233.75978134,13567322.419734713,13559736.107790124
1497.0737173363175,11394205.854059689,11394215.436026765,11394225.017525762,11394244.179119725,11394263.33884208,10941339.29647688,10941346.134893559,10941352.97297291,10941366.648119891,10941380.321918176,10941339.29647688,10936028.72090132,10931213.08070077,10922818.659041569,10915754.25930995
1730.3604926929634,7822948.343323141,7822954.160277355,7822959.976965248,7822971.609542143,7822983.241054105,7282777.237627861,7282781.26908764,7282785.300360362,7282793.362344752,7282801.423581228,7282777.237627861,7279088.145650837,7275762.728014262,7270012.194280068,7265219.526164382
2000.0,3577777.053892734,3577779.0217568157,3577780.989548556,3577784.9249150576,3577788.8599923155,3239337.320631534,3239338.653293271,3239339.9859044347,3239342.6509750686,3239345.315843489,3239337.320631534,3237934.512789171,3236679.8146656086,3234533.1801858414,3232767.760415144
