r_projected_kpc,delta_sigma_cdm_tier1_msun_kpc2,delta_sigma_sidm_tier1_sigma_10p000,delta_sigma_sidm_tier1_sigma_20p000,delta_sigma_sidm_tier1_sigma_50p000,delta_sigma_sidm_tier1_sigma_100p000,delta_sigma_cdm_tier2_msun_kpc2,delta_sigma_sidm_tier2_sigma_10p000,delta_sigma_sidm_tier2_sigma_20p000,delta_sigma_sidm_tier2_sigma_50p000,delta_sigma_sidm_tier2_sigma_100p000,delta_sigma_cdm_tier3_msun_kpc2,delta_sigma_sidm_tier3_sigma_10p000,delta_sigma_sidm_tier3_sigma_20p000,delta_sigma_sidm_tier3_sigma_50p000,delta_sigma_sidm_tier3_sigma_100p000
15.698264426783583,6367350.848239542,6768865.374428447,6833598.1421684,6850213.597457233,6802646.838617089,6376271.090093901,6738841.287065651,6795658.226193203,6806239.405810847,6758472.360746761,6376271.090093901,6738979.268893927,6795802.078298696,6806386.25929706,6758619.361008539
19.110392833500455,5254904.606622607,5565235.285720572,5616731.13696604,5633180.620987238,5600170.700099568,5265666.143690715,5541967.169951117,5586722.7724020295,5598293.128990753,5565476.243889727,5265666.143690715,5542123.534610314,5586885.58442484,5598459.288361068,5565642.623732214
23.264171396400208,4281594.203829282,4518011.718132043,4557685.830968572,4571225.666763191,4546941.425937392,4294250.618420961,4501507.556514896,4535623.762729971,4545508.8944249945,4521950.19473137,4294250.618420961,4501643.6489596665,4535765.023695916,4545652.95580535,4522094.563766054
28.32080300371041,3446110.8741482287,3623926.1817131033,3653698.83025863,3663607.4198306836,3644803.2387100123,3460112.2449769736,3613382.4022326246,3638709.9413613123,3646120.5567237427,3628569.101800893,3460112.2449769736,3613419.7829830707,3638747.572999932,3646158.6004261277,3628607.4455326186
34.476529127492626,2741646.518026212,2873878.0962765184,2895728.134646839,2902276.117226603,2887183.5226243697,2755360.2314576735,2867257.8980540787,2885658.640245451,2890719.9965012455,2877323.0308067156,2755360.2314576735,2867083.716119284,2885474.697507056,2890531.3417826425,2877134.3632326527
41.97024570677324,2157037.636114594,2254383.221409068,2270116.0147933997,2273972.872888608,2261628.279728069,2167447.4635534263,2248177.577963871,2261314.8411719697,2264515.1400237773,2254190.897161843,2167447.4635534263,2247685.9788719625,2260798.9309626236,2263986.740328504,2253661.6740342816
51.09277439654571,1678068.9456565636,1749062.0202432822,1760215.1235624398,1762151.5372318896,1752053.9985174516,1681116.8208270848,1738688.65156346,1747944.9400619008,1749852.3149079406,1741956.1893133274,1681116.8208270848,1737856.3043462145,1747073.258499126,1748959.72486085,1741061.5314550041
62.19814898808264,1285098.6434677648,1336175.6465748553,1344006.641024899,1344776.8661570698,1336651.0941169048,1277521.0694756862,1317931.8382821544,1324399.5631860162,1325538.5295418634,1319635.338441431,1277521.0694756862,1316871.4118344379,1323290.5705228988,1324403.0109634146,1318496.5379625303
75.71735501224364,955850.9844742593,991704.2984098115,997228.3444909723,997611.1566042257,991477.255549607,937542.6639480379,965142.9798462485,969659.7923629394,970512.7056996687,966374.3727472003,937542.6639480379,964067.473430814,968536.4972768432,969362.637977357,965220.3735436815
92.17505574239229,672494.2115326948,696272.657204623,700153.0419815902,700593.3886539986,696418.1740715386,647682.9602665408,665486.1735937356,668596.9707728887,669393.0531377003,666777.8420092335,647682.9602665408,664601.3715756938,667674.2672389867,668448.6112868839,665829.7300478128
112.20995371192339,419438.726037561,433370.21394874546,436036.2205662758,436840.1203134982,434631.76044427376,396688.9245428721,406842.56863438955,408900.9896828046,409769.16093111236,408483.158977473,396688.9245428721,406251.32011084945,408285.36401143647,409139.19663148525,407850.40997625515
136.59957795112257,226418.15988470282,233406.28990657872,234930.57996226073,235628.18232868492,234688.39666788268,210276.34366993973,215263.89436528817,216410.5608678838,217057.87363860043,216563.510813403,210276.34366993973,214954.02210278928,216088.6385615426,216728.71796235576,216232.78098723714
166.29045890464585,106863.42139304479,109831.22450706134,110554.39793542119,111002.7416386794,110724.86913894898,96721.37619329715,98798.693194255,99328.03940263382,99701.90409547658,99582.17355872235,96721.37619329715,98682.80575187142,99208.32613915502,99579.87439674619,99459.61017707852
202.43486207997077,29530.414432058165,30232.143563946513,30436.493942582514,30614.717012129408,30613.493171649203,26439.827848148703,26926.472470238412,27072.325133101684,27207.1642601537,27221.6959367623,26439.827848148703,26897.191921102058,27042.164006124945,27176.445144121622,27190.81545451914
246.4355060132189,6633.318789074976,6743.646779776829,6793.625083295897,6862.845210817048,6900.818782486522,5800.772597431289,5873.729063718859,5906.753247625687,5952.816042930662,5979.174034912837,5800.772597431289,5868.6561640350465,5901.574754157498,5947.561594817563,5973.886956652232
300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
